Rank_no,Movie_name,Release_Year,Certificate,Runtime_in_min,Genre,Metascore,Gross_in_$_M,Rating_from_10,Gross_numeric,Primary_Genre,Synthetic_Review,VADER_Negative,VADER_Neutral,VADER_Positive,VADER_Compound,VADER_Sentiment,Genre_Encoded,Certificate_Encoded,Decade
354,Guardians of the Galaxy,2014.0,PG-13,121,"Action, Adventure, Comedy",76.0,333.18,8.0,333.18,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,10,2010.0
355,Song of the Sea,2014.0,PG,93,"Animation, Adventure, Drama",85.0,0.86,8.0,0.86,Animation,Song of the Sea is a solid animation film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,2,9,2010.0
356,Blade Runner 2049,2017.0,R,164,"Action, Drama, Mystery",81.0,92.05,8.0,92.05,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2010.0
357,Her,2013.0,R,126,"Drama, Romance, Sci-Fi",91.0,25.57,8.0,25.57,Drama,Her is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,12,2010.0
358,The Revenant,2015.0,R,156,"Action, Adventure, Drama",76.0,183.64,8.0,183.64,Action,The Revenant is a solid action film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,0,12,2010.0
359,Elite Squad 2: The Enemy Within,2010.0,Not Rated,115,"Action, Crime, Drama",71.0,0.1,8.0,0.1,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,8,2010.0
360,The King's Speech,2010.0,R,118,"Biography, Drama, History",88.0,138.8,8.0,138.8,Biography,The King's Speech is a solid biography film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,3,12,2010.0
361,Deadpool,2016.0,R,108,"Action, Adventure, Comedy",65.0,363.07,8.0,363.07,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2010.0
362,Zack Snyder's Justice League,2021.0,R,242,"Action, Adventure, Fantasy",54.0,,8.0,25.54,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2020.0
363,Ip Man,2008.0,R,106,"Action, Biography, Drama",59.0,,8.0,25.54,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,2000.0
364,The Breath,2009.0,,128,"Action, Drama, Thriller",80.0,,8.0,25.54,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,18,2000.0
365,Dune,2021.0,PG-13,155,"Action, Adventure, Drama",74.0,108.33,8.0,108.33,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2020.0
366,Departures,2008.0,PG-13,130,Drama,68.0,1.5,8.0,1.5,Drama,Departures is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,10,2000.0
367,CODA,2021.0,PG-13,111,"Comedy, Drama, Music",72.0,,8.0,25.54,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,10,2020.0
368,Slumdog Millionaire,2008.0,R,120,"Crime, Drama, Romance",84.0,141.32,8.0,141.32,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,12,2000.0
369,Black Swan,2010.0,R,108,"Drama, Thriller",79.0,106.95,8.0,106.95,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,2010.0
370,Elite Squad,2007.0,R,115,"Action, Crime, Drama",33.0,0.01,8.0,0.01,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,2000.0
371,The Avengers,2012.0,PG-13,143,"Action, Adventure, Sci-Fi",69.0,623.28,8.0,623.28,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2010.0
372,Persepolis,2007.0,PG-13,96,"Animation, Biography, Drama",90.0,4.45,8.0,4.45,Animation,Persepolis is a solid animation film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,2,10,2000.0
373,"Carry On, Munna Bhai",2006.0,Not Rated,144,"Comedy, Drama, Romance",80.0,2.22,8.0,2.22,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,8,2000.0
374,The Pursuit of Happyness,2006.0,PG-13,117,"Biography, Drama",64.0,163.57,8.0,163.57,Biography,The Pursuit of Happyness is a solid biography film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,3,10,2000.0
375,Blood Diamond,2006.0,R,143,"Adventure, Drama, Thriller",64.0,57.37,8.0,57.37,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,12,2000.0
376,The Bourne Ultimatum,2007.0,PG-13,115,"Action, Mystery, Thriller",85.0,227.47,8.0,227.47,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,10,2000.0
377,Nobody Knows,2004.0,PG-13,141,Drama,88.0,0.68,8.0,0.68,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,10,2000.0
378,Sin City,2005.0,R,124,"Crime, Thriller",74.0,74.1,8.0,74.1,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2000.0
379,The Diving Bell and the Butterfly,2007.0,PG-13,112,"Biography, Drama",92.0,5.99,8.0,5.99,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,10,2000.0
380,Tae Guk Gi: The Brotherhood of War,2004.0,R,140,"Action, Drama, War",64.0,1.11,8.0,1.11,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2000.0
381,G.O.R.A.,2004.0,18,127,"Adventure, Comedy, Sci-Fi",80.0,,8.0,25.54,Adventure,Enjoyed watching this. Great adventure elements and decent storyline.,0.0,0.382,0.618,0.8658,Positive,1,1,2000.0
382,Casino Royale,2006.0,PG-13,144,"Action, Adventure, Thriller",80.0,167.45,8.0,167.45,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2000.0
383,Kill Bill: Vol. 2,2004.0,R,137,"Action, Crime, Thriller",83.0,66.21,8.0,66.21,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2000.0
384,"Spring, Summer, Fall, Winter... and Spring",2003.0,R,103,"Drama, Romance",85.0,2.38,8.0,2.38,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2000.0
385,The Sea Inside,,PG-13,126,"Biography, Drama",74.0,2.09,8.0,2.09,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,10,
386,Cinderella Man,2005.0,PG-13,144,"Biography, Drama, Romance",69.0,61.65,8.0,61.65,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,10,2000.0
387,Infernal Affairs,2002.0,R,101,"Action, Crime, Drama",75.0,0.17,8.0,0.17,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2000.0
388,Big Fish,2003.0,PG-13,125,"Adventure, Drama, Fantasy",58.0,66.26,8.0,66.26,Adventure,Big Fish is a solid adventure film. Entertaining with good performances.,0.0,0.419,0.581,0.8271,Positive,1,10,2000.0
389,The Incredibles,2004.0,PG,115,"Animation, Action, Adventure",90.0,261.44,8.0,261.44,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,9,2000.0
390,My Sassy Girl,2001.0,Not Rated,137,"Comedy, Drama, Romance",80.0,,8.0,25.54,Comedy,My Sassy Girl is a solid comedy film. Entertaining with good performances.,0.0,0.447,0.553,0.836,Positive,4,8,2000.0
391,Dogville,2003.0,R,178,"Crime, Drama",60.0,1.53,8.0,1.53,Crime,Dogville is a solid crime film. Entertaining with good performances.,0.207,0.355,0.438,0.4404,Positive,5,12,2000.0
392,Vizontele,2001.0,,110,"Comedy, Drama",80.0,,8.0,25.54,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,18,2000.0
393,Donnie Darko,2001.0,R,113,"Drama, Mystery, Sci-Fi",88.0,1.48,8.0,1.48,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,2000.0
394,Magnolia,1999.0,R,188,Drama,77.0,22.46,8.0,22.46,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,1990.0
395,Neon Genesis Evangelion: The End of Evangelion,1997.0,TV-MA,87,"Animation, Action, Drama",80.0,,8.0,25.54,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,14,1990.0
396,The Straight Story,1999.0,G,112,"Biography, Drama",86.0,6.2,8.0,6.2,Biography,The Straight Story is a solid biography film. Entertaining with good performances.,0.0,0.462,0.538,0.8074,Positive,3,4,1990.0
397,Perfect Blue,1997.0,R,81,"Animation, Crime, Drama",67.0,0.78,8.0,0.78,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,12,1990.0
398,Central Station,1998.0,R,110,Drama,80.0,5.6,8.0,5.6,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,1990.0
399,The Legend of 1900,1998.0,R,169,"Drama, Music, Romance",58.0,0.26,8.0,0.26,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,1990.0
400,"Black Cat, White Cat",1998.0,R,127,"Comedy, Crime, Romance",73.0,0.35,8.0,0.35,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,12,1990.0
401,Sling Blade,1996.0,R,135,Drama,84.0,24.48,8.0,24.48,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,1990.0
402,Secrets & Lies,1996.0,R,136,"Comedy, Drama",91.0,13.42,8.0,13.42,Comedy,Secrets & Lies is a solid comedy film. Entertaining with good performances.,0.142,0.355,0.503,0.7269,Positive,4,12,1990.0
403,12 Monkeys,1995.0,R,129,"Mystery, Sci-Fi, Thriller",74.0,57.14,8.0,57.14,Mystery,12 Monkeys is a solid mystery film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,11,12,1990.0
404,Dilwale Dulhania Le Jayenge,1995.0,Not Rated,181,"Drama, Romance",80.0,,8.0,25.54,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,1990.0
405,Chungking Express,1994.0,PG-13,102,"Comedy, Crime, Drama",78.0,0.6,8.0,0.6,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,10,1990.0
406,Andaz Apna Apna,1994.0,Not Rated,160,"Action, Comedy, Romance",80.0,,8.0,25.54,Action,Andaz Apna Apna is a solid action film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,0,8,1990.0
407,Scent of a Woman,1992.0,R,156,Drama,59.0,63.9,8.0,63.9,Drama,Scent of a Woman is a solid drama film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,6,12,1990.0
408,Aladdin,1992.0,G,90,"Animation, Adventure, Comedy",86.0,217.35,8.0,217.35,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,4,1990.0
409,JFK,1991.0,R,189,"Drama, History, Thriller",72.0,70.41,8.0,70.41,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,1990.0
410,Beauty and the Beast,1991.0,G,84,"Animation, Family, Fantasy",95.0,218.97,8.0,218.97,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,4,1990.0
411,Dances with Wolves,1990.0,PG-13,181,"Adventure, Drama, Western",72.0,184.21,8.0,184.21,Adventure,Dances with Wolves is a solid adventure film. Entertaining with good performances.,0.0,0.452,0.548,0.8271,Positive,1,10,1990.0
412,Rain Man,1988.0,R,133,Drama,65.0,178.8,8.0,178.8,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,1980.0
413,Akira,1988.0,R,124,"Animation, Action, Drama",67.0,0.55,8.0,0.55,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,12,1980.0
414,The Princess Bride,1987.0,PG,98,"Adventure, Family, Fantasy",77.0,30.86,8.0,30.86,Adventure,The Princess Bride is a solid adventure film. Entertaining with good performances.,0.0,0.452,0.548,0.8271,Positive,1,9,1980.0
415,Wings of Desire,1987.0,PG-13,128,"Drama, Fantasy, Romance",79.0,3.33,8.0,3.33,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,10,1980.0
416,"Goodbye, Children",1987.0,PG,104,"Drama, War",88.0,4.54,8.0,4.54,Drama,"Goodbye, Children is a solid drama film. Entertaining with good performances.",0.0,0.519,0.481,0.7506,Positive,6,9,1980.0
417,Castle in the Sky,1986.0,PG,125,"Animation, Adventure, Family",78.0,,8.0,25.54,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,9,1980.0
418,Nausicaä of the Valley of the Wind,1984.0,PG,117,"Animation, Adventure, Sci-Fi",86.0,0.5,8.0,0.5,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,9,1980.0
419,Nostalghia,1983.0,Not Rated,125,Drama,80.0,0.01,8.0,0.01,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,1980.0
420,Pink Floyd: The Wall,1982.0,R,95,"Drama, Fantasy, Music",47.0,22.24,8.0,22.24,Drama,Pink Floyd: The Wall is a solid drama film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,6,12,1980.0
421,Gandhi,1982.0,PG,191,"Biography, Drama, History",79.0,52.77,8.0,52.77,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,9,1980.0
422,Fitzcarraldo,1982.0,PG,158,"Adventure, Drama",80.0,,8.0,25.54,Adventure,Fitzcarraldo is a solid adventure film. Entertaining with good performances.,0.0,0.382,0.618,0.8271,Positive,1,9,1980.0
423,Life of Brian,1979.0,R,94,Comedy,77.0,20.05,8.0,20.05,Comedy,Life of Brian is a solid comedy film. Entertaining with good performances.,0.0,0.447,0.553,0.836,Positive,4,12,1970.0
424,Being There,1979.0,PG,130,"Comedy, Drama",83.0,30.18,8.0,30.18,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,9,1970.0
425,Annie Hall,1977.0,PG,93,"Comedy, Romance",92.0,39.2,8.0,39.2,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,9,1970.0
426,Dog Day Afternoon,1975.0,R,125,"Biography, Crime, Drama",86.0,50.0,8.0,50.0,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,12,1970.0
427,Mirror,1975.0,Not Rated,107,"Biography, Drama",80.0,0.18,8.0,0.18,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,8,1970.0
428,Young Frankenstein,1974.0,PG,106,Comedy,80.0,86.3,8.0,86.3,Comedy,Young Frankenstein is a solid comedy film. Entertaining with good performances.,0.0,0.414,0.586,0.836,Positive,4,9,1970.0
429,Papillon,1973.0,R,151,"Biography, Crime, Drama",58.0,53.27,8.0,53.27,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,12,1970.0
430,Cries & Whispers,1972.0,R,91,Drama,80.0,1.74,8.0,1.74,Drama,Cries & Whispers is a solid drama film. Entertaining with good performances.,0.149,0.442,0.409,0.5719,Positive,6,12,1970.0
431,Solaris,1972.0,PG,167,"Drama, Mystery, Sci-Fi",93.0,,8.0,25.54,Drama,Solaris is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,9,1970.0
432,Sleuth,1972.0,PG,138,"Mystery, Thriller",80.0,4.08,8.0,4.08,Mystery,A good watch for mystery fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,11,9,1970.0
433,The Last Picture Show,1971.0,R,118,"Drama, Romance",93.0,29.13,8.0,29.13,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,1970.0
434,Fiddler on the Roof,1971.0,G,181,"Drama, Family, Musical",67.0,80.5,8.0,80.5,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,4,1970.0
435,Butch Cassidy and the Sundance Kid,1969.0,PG,110,"Biography, Crime, Drama",66.0,102.31,8.0,102.31,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,9,1960.0
436,Rosemary's Baby,1968.0,Approved,137,"Drama, Horror",96.0,,8.0,25.54,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,3,1960.0
437,Planet of the Apes,1968.0,G,112,"Adventure, Sci-Fi",79.0,33.4,8.0,33.4,Adventure,A good watch for adventure fans. Not perfect but definitely worth your time.,0.259,0.425,0.316,0.0165,Neutral,1,4,1960.0
438,Le Samouraï,1967.0,GP,101,"Crime, Drama",80.0,0.04,8.0,0.04,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,5,1960.0
439,The Graduate,1967.0,PG,106,"Comedy, Drama, Romance",83.0,104.95,8.0,104.95,Comedy,The Graduate is a solid comedy film. Entertaining with good performances.,0.0,0.414,0.586,0.836,Positive,4,9,1960.0
440,Who's Afraid of Virginia Woolf?,1966.0,Not Rated,131,Drama,75.0,,8.0,25.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,8,1960.0
441,The Leopard,1963.0,PG,186,"Drama, History",100.0,,8.0,25.54,Drama,The Leopard is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,9,1960.0
442,8½,1963.0,Not Rated,138,Drama,92.0,0.05,8.0,0.05,Drama,8½ is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,8,1960.0
443,The Exterminating Angel,1962.0,Not Rated,95,"Drama, Fantasy",80.0,,8.0,25.54,Drama,The Exterminating Angel is a solid drama film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,6,8,1960.0
444,What Ever Happened to Baby Jane?,1962.0,Passed,134,"Drama, Horror, Thriller",75.0,4.05,8.0,4.05,Drama,What Ever Happened to Baby Jane? is a solid drama film. Entertaining with good performances.,0.0,0.619,0.381,0.7506,Positive,6,11,1960.0
445,Sanjuro,1962.0,Not Rated,96,"Action, Drama, Thriller",80.0,,8.0,25.54,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,8,1960.0
446,Ivan's Childhood,1962.0,Not Rated,95,"Drama, War",80.0,,8.0,25.54,Drama,Ivan's Childhood is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,8,1960.0
447,Through a Glass Darkly,1961.0,Not Rated,90,Drama,84.0,,8.0,25.54,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,1960.0
448,The Hustler,1961.0,Not Rated,134,"Drama, Sport",90.0,8.28,8.0,8.28,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,1960.0
